course_code,course_name,credits,grade,semester
ECO101,Intro to Microeconomics,3,A-,Summer2019
MIS107,Introduction to Computers,3,B,Summer2019
BUS251,Business Communication,3,C+,Summer2019
LAW200,Legal Environment of Business,3,C+,Fall2019
MIS207,Management Information Systems,3,C,Fall2019
ECO104,Intro to Macroeconomics,3,B+,Fall2019
MKT202,Introduction to Marketing,3,B,Fall2019
INB372,International Business,3,D+,Fall2019
MGT212,Principles of Management,3,A-,Spring2020
PHI401,Ethics / Philosophy,3,B-,Spring2020
BEN205,Bengali Literature,3,B,Spring2020
GEO205,Geography,3,C,Summer2020
POL104,Political Science,3,B,Summer2020
ACT201,Intro to Financial Accounting,3,B,Summer2020
MGT368,Entrepreneurship,3,D,Summer2020
POL101,Intro to Political Science,3,C+,Summer2020
ACT202,Intro to Managerial Accounting,3,A-,Fall2020
ENV107,Environmental Science,3,C,Fall2020
ENV107L,Environmental Science Lab,1,F,Fall2020
PSY101,Intro to Psychology,3,D+,Fall2020
PSY101L,Psychology Lab,1,D,Fall2020
SCM310,Supply Chain Management,3,B,Spring2021
HIS101,Bangladesh History,3,C+,Spring2021
HIS205,Modern History,3,A,Spring2021
MGT360,Global Supply Chain,3,B-,Summer2021
SCM320,Procurement and Inventory,3,C-,Summer2021
SCM450,Supply Chain Analytics,3,B-,Summer2021
MGT460,Logistics Management,3,C,Summer2021
MGT470,Quality Management,3,C,Summer2021
MGT490,Project Management,3,C+,Fall2021
MGT390,Warehouse Management,3,B,Fall2021
