course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,A-,Fall2019
ACT201,Intro to Financial Accounting,3,B,Fall2019
MIS107,Introduction to Computers,3,C,Fall2019
BUS251,Business Communication,3,B+,Spring2020
INB372,International Business,3,B,Spring2020
LAW200,Legal Environment of Business,3,A-,Spring2020
ENG103,Intermediate Composition,3,D,Spring2020
ACT202,Intro to Managerial Accounting,3,C-,Spring2020
ECO101,Intro to Microeconomics,3,C-,Summer2020
ENG105,Advanced Composition,3,C+,Summer2020
BEN205,Bengali Literature,3,B,Summer2020
MGT212,Principles of Management,3,C+,Summer2020
PHI401,Ethics / Philosophy,3,B,Summer2020
POL101,Intro to Political Science,3,B+,Fall2020
POL104,Political Science,3,C,Fall2020
MGT368,Entrepreneurship,3,C+,Fall2020
SOC101,Intro to Sociology,3,F,Fall2020
ECO104,Intro to Macroeconomics,3,D+,Fall2020
ENV107,Environmental Science,3,B-,Spring2021
SOC101,Intro to Sociology,3,C-,Spring2021
ANT101,Anthropology,3,C,Spring2021
GEO205,Geography,3,B-,Spring2021
HIS102,World Civilization,3,C,Summer2021
HIS101,Bangladesh History,3,F,Summer2021
HIS205,Modern History,3,A,Summer2021
HIS103,History of South Asia,3,C,Summer2021
ACT320,Intermediate Accounting II,3,C-,Summer2021
ACT360,Advanced Managerial Accounting,3,B+,Fall2021
ACT460,Advanced Financial Accounting,3,B,Fall2021
ACT380,Audit and Assurance,3,D,Fall2021
ACT310,Intermediate Accounting I,3,C,Fall2021
ACT410,Financial Statement Analysis,3,B,Spring2022
ACT370,Taxation,3,C+,Spring2022
ACT430,Accounting Information Systems,3,B,Spring2022
