course_code,course_name,credits,grade,semester
MKT202,Introduction to Marketing,3,B,Fall2019
ENG103,Intermediate Composition,3,B,Fall2019
LAW200,Legal Environment of Business,3,B+,Fall2019
MIS107,Introduction to Computers,3,B,Fall2019
ECO101,Intro to Microeconomics,3,B,Fall2019
BUS251,Business Communication,3,B-,Spring2020
MGT212,Principles of Management,3,B+,Spring2020
INB372,International Business,3,B-,Spring2020
ECO104,Intro to Macroeconomics,3,A-,Spring2020
ENG105,Advanced Composition,3,B-,Summer2020
BEN205,Bengali Literature,3,A,Summer2020
ACT201,Intro to Financial Accounting,3,C+,Summer2020
MGT368,Entrepreneurship,3,C,Summer2020
ENG115,English Literature,3,C-,Summer2020
CHN101,Chinese Language,3,C,Summer2020
ACT202,Intro to Managerial Accounting,3,A-,Fall2020
SOC101,Intro to Sociology,3,B+,Fall2020
POL104,Political Science,3,B,Fall2020
POL101,Intro to Political Science,3,B,Fall2020
PAD201,Public Administration,3,B-,Fall2020
