course_code,course_name,credits,grade,semester
CSE425,Concepts of Programming Languages,3,B,Spring2022
CHE101L,Chemistry I Lab,1,A,Spring2022
CSE215L,Programming Language II Lab,1,B,Spring2022
PHY107L,Physics I Lab,1,A-,Spring2022
CSE299,Junior Design Project,1,B+,Spring2022
CSE226,Fundamentals of Vibe Coding,3,A-,Summer2022
CSE145,Introduction to Artificial Intelligence,3,A,Summer2022
PHY108,Physics II,3,B+,Summer2022
PHY108L,Physics II Lab,1,B,Summer2022
CSE327,Software Engineering,3,C+,Fall2022
EEE111,Analog Electronics I,3,B+,Fall2022
EEE111L,Analog Electronics I Lab,1,C+,Fall2022
CSE115L,Programming Language I Lab,1,A-,Fall2022
ENG111,Public Speaking,3,B,Fall2022
MGT212,Principles of Management,3,D,Spring2023
BUS251,Business Communication,3,C-,Spring2023
ECO101,Intro to Microeconomics,3,B+,Spring2023
HRM360,Planning and Staffing,3,B+,Spring2023
ACT201,Intro to Financial Accounting,3,C+,Summer2023
LAW200,Legal Environment of Business,3,B+,Summer2023
MIS107,Introduction to Computers,3,C-,Summer2023
HRM370,Managerial Skill Development,3,B-,Summer2023
ACT202,Intro to Managerial Accounting,3,C,Fall2023
HRM340,Training and Development,3,D,Fall2023
HRM380,Compensation Theory and Practice,3,B-,Fall2023
MGT368,Entrepreneurship,3,C,Spring2024
HRM450,Industrial Relations,3,A-,Spring2024
HRM470,Negotiations,3,C-,Spring2024
INB372,International Business,3,F,Spring2024
ECO104,Intro to Macroeconomics,3,A,Spring2024
MKT202,Introduction to Marketing,3,A-,Summer2024
HRM499,Special Topics in HRM,3,F,Summer2024
INB372,International Business,3,B,Summer2024
MIS207,Management Information Systems,3,B,Summer2024
HRM499,Special Topics in HRM,3,D+,Fall2024
PHI401,Ethics / Philosophy,3,C+,Fall2024
