course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,C,Summer2020
CSE115L,Programming Language I Lab,1,B,Summer2020
MAT116,Pre-Calculus,3,D,Summer2020
POL101,Intro to Political Science,3,C+,Summer2020
CSE173,Discrete Mathematics,3,D,Fall2020
MAT120,Calculus I,3,B,Fall2020
PHY108,Physics II,3,C-,Fall2020
PHY108L,Physics II Lab,1,B,Fall2020
EEE111L,Analog Electronics I Lab,1,D,Fall2020
CSE215,Programming Language II,3,F,Spring2021
MAT130,Calculus II,3,C,Spring2021
CSE327,Software Engineering,3,C+,Spring2021
EEE452,Engineering Economics,3,F,Spring2021
SOC101,Intro to Sociology,3,C,Spring2021
CSE215,Programming Language II,3,A-,Summer2021
CSE215L,Programming Language II Lab,1,F,Summer2021
MAT250,Calculus III,3,B-,Summer2021
CSE331,Microprocessor Interfacing,3,C+,Summer2021
CSE331L,Microprocessor Interfacing Lab,1,D+,Summer2021
CSE231L,Digital Logic Design Lab,1,C,Summer2021
CHE101,Chemistry I,3,B,Summer2021
CHE101L,Chemistry I Lab,1,B-,Summer2021
CSE225,Data Structures & Algorithms,3,C+,Fall2021
CSE225L,Data Structures & Algorithms Lab,1,B,Fall2021
CSE215L,Programming Language II Lab,1,C-,Fall2021
ENG105,Advanced Composition,3,D+,Fall2021
PHY107,Physics I,3,A-,Fall2021
PHY107L,Physics I Lab,1,C+,Fall2021
CSE145,Introduction to Artificial Intelligence,3,D,Fall2021
CSE231,Digital Logic Design,3,D,Spring2022
CSE299,Junior Design Project,1,A-,Spring2022
EEE452,Engineering Economics,3,B+,Spring2022
EEE141L,Electrical Circuits I Lab,1,B,Spring2022
CSE332,Computer Organization & Architecture,3,A-,Summer2022
CSE311,Database Management Systems,3,C+,Summer2022
CSE311L,Database Management Systems Lab,1,B+,Summer2022
CEE110,Engineering Drawing,1,B+,Summer2022
CSE323,Operating Systems Design,3,B-,Fall2022
CSE373,Design & Analysis of Algorithms,3,C+,Fall2022
EEE111,Analog Electronics I,3,C-,Fall2022
CSE471,Compiler Design,3,B,Fall2022
MAT361,Discrete Mathematics II,3,F,Fall2022
CSE425,Concepts of Programming Languages,3,W,Spring2023
EEE141,Electrical Circuits I,3,C+,Spring2023
ENG103,Intermediate Composition,3,B,Spring2023
CSE425,Concepts of Programming Languages,3,A-,Summer2023
MAT125,Linear Algebra,3,D+,Summer2023
BIO103L,Biology I Lab,1,B-,Summer2023
CSE499A,Senior Capstone Design I,2,D+,Fall2023
MAT350,Complex Variables,3,C+,Fall2023
PHI201,Logic,3,C-,Fall2023
MAT361,Discrete Mathematics II,3,D,Spring2024
BIO103,Biology I,3,A,Spring2024
CSE101,Introduction to Python Programming,3,D+,Spring2024
CSE461,Robotics,3,B-,Spring2024
HIS102,World Civilization,3,B,Spring2024
