course_code,course_name,credits,grade,semester
CSE115,Programming Language I,3,B,Summer2023
CSE115L,Programming Language I Lab,1,A,Summer2023
MAT116,Pre-Calculus,3,B-,Summer2023
PHY108L,Physics II Lab,1,B+,Summer2023
CSE173,Discrete Mathematics,3,B-,Fall2023
MAT120,Calculus I,3,B,Fall2023
CSE145,Introduction to Artificial Intelligence,3,B+,Fall2023
CSE215,Programming Language II,3,B-,Spring2024
CSE215L,Programming Language II Lab,1,B-,Spring2024
MAT130,Calculus II,3,A-,Spring2024
PHI104,Introduction to Ethics,3,B+,Spring2024
CSE225,Data Structures & Algorithms,3,B+,Summer2024
CSE225L,Data Structures & Algorithms Lab,1,B+,Summer2024
MAT250,Calculus III,3,B-,Summer2024
CEE110,Engineering Drawing,1,B-,Summer2024
MAT361,Discrete Mathematics II,3,B,Summer2024
PHY107L,Physics I Lab,1,B-,Summer2024
CSE231,Digital Logic Design,3,A-,Fall2024
CSE231L,Digital Logic Design Lab,1,A-,Fall2024
CSE231L,Digital Logic Design Lab,1,B,Fall2024
CHE101L,Chemistry I Lab,1,C+,Fall2024
HIS101,Bangladesh History,3,B,Fall2024
